"paper","long_cite","short_cite","doi","expt_num","expt_cond","pretty_cond_name","subj","specific_subject_id","sex","agedays","order","exposure_phase","train1","train2","train3","train4","train5","train6","train7","train8","train9","train10","train11","train12","train13","train14","last_train_trial","last_train_looking","expected1","expected2","expected3","unexpected1","unexpected2","unexpected3","num_trials","exp_or_control","equal_per_nov","domain","principle","PI_group","stim_loop","paper_expt_info","data_contains_all_trials"
"luo_2009a","Luo, Y., & Johnson, S. C. (2009). Recognizing the role of perception in action at 6 months. Developmental science, 12(1), 142-149.","Luo & Johnson (2009)","10.1111/j.1467-7687.2008.00741.x","1","1_visibletallbox","Luo & Johnson (2009) Exp 1 Visible Tall Box","10","luo_2009a.1.1_visibletallbox.10","f",197.6,"exp","familiarization",8.8,7.9,30,11.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4",11.9,9.3,NA,NA,21.3,NA,NA,2,"experimental","no","psychology","goals","johnson","no","luo_2009a.1.1_visibletallbox","yes"
"luo_2009a","Luo, Y., & Johnson, S. C. (2009). Recognizing the role of perception in action at 6 months. Developmental science, 12(1), 142-149.","Luo & Johnson (2009)","10.1111/j.1467-7687.2008.00741.x","1","1_visibletallbox","Luo & Johnson (2009) Exp 1 Visible Tall Box","11","luo_2009a.1.1_visibletallbox.11","f",184.6,"exp","familiarization",30,26.3,8.7,11.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4",11.3,29.1,NA,NA,49.3,NA,NA,2,"experimental","no","psychology","goals","johnson","no","luo_2009a.1.1_visibletallbox","yes"
"luo_2009a","Luo, Y., & Johnson, S. C. (2009). Recognizing the role of perception in action at 6 months. Developmental science, 12(1), 142-149.","Luo & Johnson (2009)","10.1111/j.1467-7687.2008.00741.x","1","1_visibletallbox","Luo & Johnson (2009) Exp 1 Visible Tall Box","12","luo_2009a.1.1_visibletallbox.12","f",194.6,"exp","familiarization",22,7.9,17.1,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4",15,18.6,NA,NA,7.5,NA,NA,2,"experimental","no","psychology","goals","johnson","no","luo_2009a.1.1_visibletallbox","yes"
"luo_2009a","Luo, Y., & Johnson, S. C. (2009). Recognizing the role of perception in action at 6 months. Developmental science, 12(1), 142-149.","Luo & Johnson (2009)","10.1111/j.1467-7687.2008.00741.x","2","2_visibleinfront","Luo & Johnson (2009) Exp 2 Visible in Front","1","luo_2009a.2.2_visibleinfront.1","m",183.6,"unexp","familiarization",30,14.5,30,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4",30,5.7,NA,NA,18,NA,NA,2,"experimental","no","psychology","goals","johnson","no","luo_2009a.2.2_visibleinfront","yes"
"luo_2009a","Luo, Y., & Johnson, S. C. (2009). Recognizing the role of perception in action at 6 months. Developmental science, 12(1), 142-149.","Luo & Johnson (2009)","10.1111/j.1467-7687.2008.00741.x","2","2_visibleinfront","Luo & Johnson (2009) Exp 2 Visible in Front","2","luo_2009a.2.2_visibleinfront.2","m",201.6,"unexp","familiarization",30,30,30,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4",25,9.5,NA,NA,10.2,NA,NA,2,"experimental","no","psychology","goals","johnson","no","luo_2009a.2.2_visibleinfront","yes"
"luo_2009a","Luo, Y., & Johnson, S. C. (2009). Recognizing the role of perception in action at 6 months. Developmental science, 12(1), 142-149.","Luo & Johnson (2009)","10.1111/j.1467-7687.2008.00741.x","2","2_visibleinfront","Luo & Johnson (2009) Exp 2 Visible in Front","3","luo_2009a.2.2_visibleinfront.3","m",183.6,"unexp","familiarization",30,30,30,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4",30,22.9,NA,NA,30,NA,NA,2,"experimental","no","psychology","goals","johnson","no","luo_2009a.2.2_visibleinfront","yes"
"luo_2009a","Luo, Y., & Johnson, S. C. (2009). Recognizing the role of perception in action at 6 months. Developmental science, 12(1), 142-149.","Luo & Johnson (2009)","10.1111/j.1467-7687.2008.00741.x","2","2_visibleinfront","Luo & Johnson (2009) Exp 2 Visible in Front","4","luo_2009a.2.2_visibleinfront.4","m",170.2,"unexp","familiarization",30,28.5,9.1,4.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4",4.3,6.8,NA,NA,14.1,NA,NA,2,"experimental","no","psychology","goals","johnson","no","luo_2009a.2.2_visibleinfront","yes"
"luo_2009a","Luo, Y., & Johnson, S. C. (2009). Recognizing the role of perception in action at 6 months. Developmental science, 12(1), 142-149.","Luo & Johnson (2009)","10.1111/j.1467-7687.2008.00741.x","2","2_visibleinfront","Luo & Johnson (2009) Exp 2 Visible in Front","5","luo_2009a.2.2_visibleinfront.5","f",195.6,"unexp","familiarization",30,30,30,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4",30,12.7,NA,NA,16.6,NA,NA,2,"experimental","no","psychology","goals","johnson","no","luo_2009a.2.2_visibleinfront","yes"
"luo_2009a","Luo, Y., & Johnson, S. C. (2009). Recognizing the role of perception in action at 6 months. Developmental science, 12(1), 142-149.","Luo & Johnson (2009)","10.1111/j.1467-7687.2008.00741.x","2","2_visibleinfront","Luo & Johnson (2009) Exp 2 Visible in Front","6","luo_2009a.2.2_visibleinfront.6","f",155.2,"unexp","familiarization",13.4,23,8,17.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4",17.9,17.3,NA,NA,23.9,NA,NA,2,"experimental","no","psychology","goals","johnson","no","luo_2009a.2.2_visibleinfront","yes"
"luo_2009a","Luo, Y., & Johnson, S. C. (2009). Recognizing the role of perception in action at 6 months. Developmental science, 12(1), 142-149.","Luo & Johnson (2009)","10.1111/j.1467-7687.2008.00741.x","2","2_visibleinfront","Luo & Johnson (2009) Exp 2 Visible in Front","7","luo_2009a.2.2_visibleinfront.7","m",198.6,"exp","familiarization",19.9,30,9.1,5.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4",5.7,5.3,NA,NA,6.1,NA,NA,2,"experimental","no","psychology","goals","johnson","no","luo_2009a.2.2_visibleinfront","yes"
"luo_2009a","Luo, Y., & Johnson, S. C. (2009). Recognizing the role of perception in action at 6 months. Developmental science, 12(1), 142-149.","Luo & Johnson (2009)","10.1111/j.1467-7687.2008.00741.x","2","2_visibleinfront","Luo & Johnson (2009) Exp 2 Visible in Front","8","luo_2009a.2.2_visibleinfront.8","m",203.6,"exp","familiarization",25.1,17.2,4.3,5.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4",5.7,6.4,NA,NA,7.1,NA,NA,2,"experimental","no","psychology","goals","johnson","no","luo_2009a.2.2_visibleinfront","yes"
"luo_2009a","Luo, Y., & Johnson, S. C. (2009). Recognizing the role of perception in action at 6 months. Developmental science, 12(1), 142-149.","Luo & Johnson (2009)","10.1111/j.1467-7687.2008.00741.x","2","2_visibleinfront","Luo & Johnson (2009) Exp 2 Visible in Front","9","luo_2009a.2.2_visibleinfront.9","m",191.6,"exp","familiarization",6.4,30,13.2,2.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4",2.6,18.1,NA,NA,23.6,NA,NA,2,"experimental","no","psychology","goals","johnson","no","luo_2009a.2.2_visibleinfront","yes"
"luo_2009a","Luo, Y., & Johnson, S. C. (2009). Recognizing the role of perception in action at 6 months. Developmental science, 12(1), 142-149.","Luo & Johnson (2009)","10.1111/j.1467-7687.2008.00741.x","2","2_visibleinfront","Luo & Johnson (2009) Exp 2 Visible in Front","10","luo_2009a.2.2_visibleinfront.10","f",177.2,"exp","familiarization",30,30,30,17.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4",17.4,13.1,NA,NA,14.5,NA,NA,2,"experimental","no","psychology","goals","johnson","no","luo_2009a.2.2_visibleinfront","yes"
"luo_2009a","Luo, Y., & Johnson, S. C. (2009). Recognizing the role of perception in action at 6 months. Developmental science, 12(1), 142-149.","Luo & Johnson (2009)","10.1111/j.1467-7687.2008.00741.x","2","2_visibleinfront","Luo & Johnson (2009) Exp 2 Visible in Front","11","luo_2009a.2.2_visibleinfront.11","f",171.2,"exp","familiarization",19.3,30,4.8,21.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4",21.2,6.4,NA,NA,6.1,NA,NA,2,"experimental","no","psychology","goals","johnson","no","luo_2009a.2.2_visibleinfront","yes"
"luo_2009a","Luo, Y., & Johnson, S. C. (2009). Recognizing the role of perception in action at 6 months. Developmental science, 12(1), 142-149.","Luo & Johnson (2009)","10.1111/j.1467-7687.2008.00741.x","2","2_visibleinfront","Luo & Johnson (2009) Exp 2 Visible in Front","12","luo_2009a.2.2_visibleinfront.12","f",177.2,"exp","familiarization",16.1,10.7,8,17.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4",17.2,10.6,NA,NA,19.1,NA,NA,2,"experimental","no","psychology","goals","johnson","no","luo_2009a.2.2_visibleinfront","yes"
"luo_2009a","Luo, Y., & Johnson, S. C. (2009). Recognizing the role of perception in action at 6 months. Developmental science, 12(1), 142-149.","Luo & Johnson (2009)","10.1111/j.1467-7687.2008.00741.x","2","2_hiddenbehind","Luo & Johnson (2009) Exp 2 Hidden Behind","1","luo_2009a.2.2_hiddenbehind.1","m",198.6,"unexp","familiarization",30,30,16.8,12.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4",12.9,11.4,NA,NA,16.8,NA,NA,2,"control","no","psychology","goals","johnson","no","luo_2009a.2.2_hiddenbehind","yes"
"luo_2009a","Luo, Y., & Johnson, S. C. (2009). Recognizing the role of perception in action at 6 months. Developmental science, 12(1), 142-149.","Luo & Johnson (2009)","10.1111/j.1467-7687.2008.00741.x","2","2_hiddenbehind","Luo & Johnson (2009) Exp 2 Hidden Behind","2","luo_2009a.2.2_hiddenbehind.2","m",175.2,"unexp","familiarization",11.6,30,12,7.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4",7.9,20.7,NA,NA,17.1,NA,NA,2,"control","no","psychology","goals","johnson","no","luo_2009a.2.2_hiddenbehind","yes"
"luo_2009a","Luo, Y., & Johnson, S. C. (2009). Recognizing the role of perception in action at 6 months. Developmental science, 12(1), 142-149.","Luo & Johnson (2009)","10.1111/j.1467-7687.2008.00741.x","2","2_hiddenbehind","Luo & Johnson (2009) Exp 2 Hidden Behind","3","luo_2009a.2.2_hiddenbehind.3","m",158.2,"unexp","familiarization",30,15.3,4.9,12.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4",12.1,15.6,NA,NA,30,NA,NA,2,"control","no","psychology","goals","johnson","no","luo_2009a.2.2_hiddenbehind","yes"
"luo_2009a","Luo, Y., & Johnson, S. C. (2009). Recognizing the role of perception in action at 6 months. Developmental science, 12(1), 142-149.","Luo & Johnson (2009)","10.1111/j.1467-7687.2008.00741.x","2","2_hiddenbehind","Luo & Johnson (2009) Exp 2 Hidden Behind","4","luo_2009a.2.2_hiddenbehind.4","f",160.2,"unexp","familiarization",2,3,2,22.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4",22.1,5.9,NA,NA,17.9,NA,NA,2,"control","no","psychology","goals","johnson","no","luo_2009a.2.2_hiddenbehind","yes"
"luo_2009a","Luo, Y., & Johnson, S. C. (2009). Recognizing the role of perception in action at 6 months. Developmental science, 12(1), 142-149.","Luo & Johnson (2009)","10.1111/j.1467-7687.2008.00741.x","2","2_hiddenbehind","Luo & Johnson (2009) Exp 2 Hidden Behind","5","luo_2009a.2.2_hiddenbehind.5","f",185.6,"unexp","familiarization",14.2,14.9,12.8,8.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4",8.4,8.8,NA,NA,7.3,NA,NA,2,"control","no","psychology","goals","johnson","no","luo_2009a.2.2_hiddenbehind","yes"
"luo_2009a","Luo, Y., & Johnson, S. C. (2009). Recognizing the role of perception in action at 6 months. Developmental science, 12(1), 142-149.","Luo & Johnson (2009)","10.1111/j.1467-7687.2008.00741.x","2","2_hiddenbehind","Luo & Johnson (2009) Exp 2 Hidden Behind","6","luo_2009a.2.2_hiddenbehind.6","f",164.2,"unexp","familiarization",15.8,8.1,12.8,9.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4",9.2,11.9,NA,NA,17.1,NA,NA,2,"control","no","psychology","goals","johnson","no","luo_2009a.2.2_hiddenbehind","yes"
"luo_2009a","Luo, Y., & Johnson, S. C. (2009). Recognizing the role of perception in action at 6 months. Developmental science, 12(1), 142-149.","Luo & Johnson (2009)","10.1111/j.1467-7687.2008.00741.x","2","2_hiddenbehind","Luo & Johnson (2009) Exp 2 Hidden Behind","7","luo_2009a.2.2_hiddenbehind.7","m",182.6,"exp","familiarization",17.3,16.2,30,10.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4",10.6,25.3,NA,NA,8.2,NA,NA,2,"control","no","psychology","goals","johnson","no","luo_2009a.2.2_hiddenbehind","yes"
"luo_2009a","Luo, Y., & Johnson, S. C. (2009). Recognizing the role of perception in action at 6 months. Developmental science, 12(1), 142-149.","Luo & Johnson (2009)","10.1111/j.1467-7687.2008.00741.x","2","2_hiddenbehind","Luo & Johnson (2009) Exp 2 Hidden Behind","8","luo_2009a.2.2_hiddenbehind.8","m",186.6,"exp","familiarization",19.3,4,7.1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4",3,9.6,NA,NA,14,NA,NA,2,"control","no","psychology","goals","johnson","no","luo_2009a.2.2_hiddenbehind","yes"
"luo_2009a","Luo, Y., & Johnson, S. C. (2009). Recognizing the role of perception in action at 6 months. Developmental science, 12(1), 142-149.","Luo & Johnson (2009)","10.1111/j.1467-7687.2008.00741.x","2","2_hiddenbehind","Luo & Johnson (2009) Exp 2 Hidden Behind","9","luo_2009a.2.2_hiddenbehind.9","m",188.6,"exp","familiarization",30,30,30,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4",30,21.7,NA,NA,25.4,NA,NA,2,"control","no","psychology","goals","johnson","no","luo_2009a.2.2_hiddenbehind","yes"
"luo_2009a","Luo, Y., & Johnson, S. C. (2009). Recognizing the role of perception in action at 6 months. Developmental science, 12(1), 142-149.","Luo & Johnson (2009)","10.1111/j.1467-7687.2008.00741.x","2","2_hiddenbehind","Luo & Johnson (2009) Exp 2 Hidden Behind","10","luo_2009a.2.2_hiddenbehind.10","f",178.2,"exp","familiarization",9.4,4.4,2.9,2.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4",2.4,17.7,NA,NA,6.5,NA,NA,2,"control","no","psychology","goals","johnson","no","luo_2009a.2.2_hiddenbehind","yes"
"luo_2009a","Luo, Y., & Johnson, S. C. (2009). Recognizing the role of perception in action at 6 months. Developmental science, 12(1), 142-149.","Luo & Johnson (2009)","10.1111/j.1467-7687.2008.00741.x","2","2_hiddenbehind","Luo & Johnson (2009) Exp 2 Hidden Behind","11","luo_2009a.2.2_hiddenbehind.11","f",180.2,"exp","familiarization",30,30,30,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4",28,22.7,NA,NA,5.7,NA,NA,2,"control","no","psychology","goals","johnson","no","luo_2009a.2.2_hiddenbehind","yes"
"luo_2009a","Luo, Y., & Johnson, S. C. (2009). Recognizing the role of perception in action at 6 months. Developmental science, 12(1), 142-149.","Luo & Johnson (2009)","10.1111/j.1467-7687.2008.00741.x","2","2_hiddenbehind","Luo & Johnson (2009) Exp 2 Hidden Behind","12","luo_2009a.2.2_hiddenbehind.12","f",187.6,"exp","familiarization",9,4.4,18.7,10.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4",10.9,9.8,NA,NA,7,NA,NA,2,"control","no","psychology","goals","johnson","no","luo_2009a.2.2_hiddenbehind","yes"
"luo_2009b","Luo, Y., Kaufman, L., & Baillargeon, R. (2009). Young infants’ reasoning about physical events involving inert and self-propelled objects. Cognitive psychology, 58(4), 441-486.","Luo, Kaufman, & Baillargeon (2009)","10.1016/j.cogpsych.2008.11.001","1","1_inert","Luo et al (2009) Exp 1 Inert","1","luo_2009b.1.1_inert.1","m",155.2,"unexp","familiarization",60,60,20.8,9.1,19.4,31.9,NA,NA,NA,NA,NA,NA,NA,NA,"6",31.9,18.1,19.9,NA,34.9,14.5,NA,4,"experimental","yes","physics","inertia","baillargeon","yes","luo_2009b.1.1_inert","yes"
"luo_2009b","Luo, Y., Kaufman, L., & Baillargeon, R. (2009). Young infants’ reasoning about physical events involving inert and self-propelled objects. Cognitive psychology, 58(4), 441-486.","Luo, Kaufman, & Baillargeon (2009)","10.1016/j.cogpsych.2008.11.001","1","1_inert","Luo et al (2009) Exp 1 Inert","2","luo_2009b.1.1_inert.2","m",156.2,"unexp","familiarization",60,60,60,35.1,8.5,46.4,NA,NA,NA,NA,NA,NA,NA,NA,"6",46.4,14.3,5.9,NA,25.5,18.2,NA,4,"experimental","yes","physics","inertia","baillargeon","yes","luo_2009b.1.1_inert","yes"
"luo_2009b","Luo, Y., Kaufman, L., & Baillargeon, R. (2009). Young infants’ reasoning about physical events involving inert and self-propelled objects. Cognitive psychology, 58(4), 441-486.","Luo, Kaufman, & Baillargeon (2009)","10.1016/j.cogpsych.2008.11.001","1","1_inert","Luo et al (2009) Exp 1 Inert","3","luo_2009b.1.1_inert.3","m",150.8,"unexp","familiarization",15.7,9.7,60,43.8,24,51.8,NA,NA,NA,NA,NA,NA,NA,NA,"6",51.8,60,16.7,NA,60,60,NA,4,"experimental","yes","physics","inertia","baillargeon","yes","luo_2009b.1.1_inert","yes"
"luo_2009b","Luo, Y., Kaufman, L., & Baillargeon, R. (2009). Young infants’ reasoning about physical events involving inert and self-propelled objects. Cognitive psychology, 58(4), 441-486.","Luo, Kaufman, & Baillargeon (2009)","10.1016/j.cogpsych.2008.11.001","1","1_inert","Luo et al (2009) Exp 1 Inert","4","luo_2009b.1.1_inert.4","m",153.2,"unexp","familiarization",60,60,60,56.5,60,60,NA,NA,NA,NA,NA,NA,NA,NA,"6",60,60,6.4,NA,60,46.8,NA,4,"experimental","yes","physics","inertia","baillargeon","yes","luo_2009b.1.1_inert","yes"
"luo_2009b","Luo, Y., Kaufman, L., & Baillargeon, R. (2009). Young infants’ reasoning about physical events involving inert and self-propelled objects. Cognitive psychology, 58(4), 441-486.","Luo, Kaufman, & Baillargeon (2009)","10.1016/j.cogpsych.2008.11.001","1","1_inert","Luo et al (2009) Exp 1 Inert","5","luo_2009b.1.1_inert.5","f",147.8,"unexp","familiarization",9.1,15.2,33,13.1,38.3,22.6,NA,NA,NA,NA,NA,NA,NA,NA,"6",22.6,31.4,21.1,NA,60,17.9,NA,4,"experimental","yes","physics","inertia","baillargeon","yes","luo_2009b.1.1_inert","yes"
"luo_2009b","Luo, Y., Kaufman, L., & Baillargeon, R. (2009). Young infants’ reasoning about physical events involving inert and self-propelled objects. Cognitive psychology, 58(4), 441-486.","Luo, Kaufman, & Baillargeon (2009)","10.1016/j.cogpsych.2008.11.001","1","1_inert","Luo et al (2009) Exp 1 Inert","6","luo_2009b.1.1_inert.6","f",138.8,"unexp","familiarization",60,60,60,60,60,60,NA,NA,NA,NA,NA,NA,NA,NA,"6",60,60,5.9,NA,60,32.7,NA,4,"experimental","yes","physics","inertia","baillargeon","yes","luo_2009b.1.1_inert","yes"
"luo_2009b","Luo, Y., Kaufman, L., & Baillargeon, R. (2009). Young infants’ reasoning about physical events involving inert and self-propelled objects. Cognitive psychology, 58(4), 441-486.","Luo, Kaufman, & Baillargeon (2009)","10.1016/j.cogpsych.2008.11.001","1","1_inert","Luo et al (2009) Exp 1 Inert","7","luo_2009b.1.1_inert.7","f",159.2,"unexp","familiarization",60,60,60,28,60,13.2,NA,NA,NA,NA,NA,NA,NA,NA,"6",13.2,48,60,NA,60,60,NA,4,"experimental","yes","physics","inertia","baillargeon","yes","luo_2009b.1.1_inert","yes"
"luo_2009b","Luo, Y., Kaufman, L., & Baillargeon, R. (2009). Young infants’ reasoning about physical events involving inert and self-propelled objects. Cognitive psychology, 58(4), 441-486.","Luo, Kaufman, & Baillargeon (2009)","10.1016/j.cogpsych.2008.11.001","1","1_inert","Luo et al (2009) Exp 1 Inert","8","luo_2009b.1.1_inert.8","f",156.2,"unexp","familiarization",60,60,60,28.3,10.8,5.1,NA,NA,NA,NA,NA,NA,NA,NA,"6",5.1,60,13.3,NA,60,51.4,NA,4,"experimental","yes","physics","inertia","baillargeon","yes","luo_2009b.1.1_inert","yes"
"luo_2009b","Luo, Y., Kaufman, L., & Baillargeon, R. (2009). Young infants’ reasoning about physical events involving inert and self-propelled objects. Cognitive psychology, 58(4), 441-486.","Luo, Kaufman, & Baillargeon (2009)","10.1016/j.cogpsych.2008.11.001","1","1_inert","Luo et al (2009) Exp 1 Inert","9","luo_2009b.1.1_inert.9","m",140.8,"exp","familiarization",60,60,60,46.9,60,60,NA,NA,NA,NA,NA,NA,NA,NA,"6",60,60,9.1,NA,46.7,60,NA,4,"experimental","yes","physics","inertia","baillargeon","yes","luo_2009b.1.1_inert","yes"
"luo_2009b","Luo, Y., Kaufman, L., & Baillargeon, R. (2009). Young infants’ reasoning about physical events involving inert and self-propelled objects. Cognitive psychology, 58(4), 441-486.","Luo, Kaufman, & Baillargeon (2009)","10.1016/j.cogpsych.2008.11.001","1","1_inert","Luo et al (2009) Exp 1 Inert","10","luo_2009b.1.1_inert.10","m",149.8,"exp","familiarization",60,42.4,60,10.4,5.3,6.2,NA,NA,NA,NA,NA,NA,NA,NA,"6",6.2,60,12.5,NA,23.1,24.1,NA,4,"experimental","yes","physics","inertia","baillargeon","yes","luo_2009b.1.1_inert","yes"
"luo_2009b","Luo, Y., Kaufman, L., & Baillargeon, R. (2009). Young infants’ reasoning about physical events involving inert and self-propelled objects. Cognitive psychology, 58(4), 441-486.","Luo, Kaufman, & Baillargeon (2009)","10.1016/j.cogpsych.2008.11.001","1","1_inert","Luo et al (2009) Exp 1 Inert","11","luo_2009b.1.1_inert.11","m",137.8,"exp","familiarization",60,60,60,25.2,7.4,41.7,NA,NA,NA,NA,NA,NA,NA,NA,"6",41.7,60,5.9,NA,60,5.3,NA,4,"experimental","yes","physics","inertia","baillargeon","yes","luo_2009b.1.1_inert","yes"
"luo_2009b","Luo, Y., Kaufman, L., & Baillargeon, R. (2009). Young infants’ reasoning about physical events involving inert and self-propelled objects. Cognitive psychology, 58(4), 441-486.","Luo, Kaufman, & Baillargeon (2009)","10.1016/j.cogpsych.2008.11.001","1","1_inert","Luo et al (2009) Exp 1 Inert","12","luo_2009b.1.1_inert.12","m",139.8,"exp","familiarization",60,60,60,52.8,7.6,6.5,NA,NA,NA,NA,NA,NA,NA,NA,"6",6.5,15,8.3,NA,15,26.7,NA,4,"experimental","yes","physics","inertia","baillargeon","yes","luo_2009b.1.1_inert","yes"
"luo_2009b","Luo, Y., Kaufman, L., & Baillargeon, R. (2009). Young infants’ reasoning about physical events involving inert and self-propelled objects. Cognitive psychology, 58(4), 441-486.","Luo, Kaufman, & Baillargeon (2009)","10.1016/j.cogpsych.2008.11.001","1","1_inert","Luo et al (2009) Exp 1 Inert","13","luo_2009b.1.1_inert.13","f",152.2,"exp","familiarization",60,60,60,44.6,60,60,NA,NA,NA,NA,NA,NA,NA,NA,"6",60,60,10.4,NA,60,60,NA,4,"experimental","yes","physics","inertia","baillargeon","yes","luo_2009b.1.1_inert","yes"
"luo_2009b","Luo, Y., Kaufman, L., & Baillargeon, R. (2009). Young infants’ reasoning about physical events involving inert and self-propelled objects. Cognitive psychology, 58(4), 441-486.","Luo, Kaufman, & Baillargeon (2009)","10.1016/j.cogpsych.2008.11.001","1","1_inert","Luo et al (2009) Exp 1 Inert","14","luo_2009b.1.1_inert.14","f",143.8,"exp","familiarization",60,60,60,60,60,60,NA,NA,NA,NA,NA,NA,NA,NA,"6",60,60,35.6,NA,60,55.1,NA,4,"experimental","yes","physics","inertia","baillargeon","yes","luo_2009b.1.1_inert","yes"
"luo_2009b","Luo, Y., Kaufman, L., & Baillargeon, R. (2009). Young infants’ reasoning about physical events involving inert and self-propelled objects. Cognitive psychology, 58(4), 441-486.","Luo, Kaufman, & Baillargeon (2009)","10.1016/j.cogpsych.2008.11.001","1","1_inert","Luo et al (2009) Exp 1 Inert","15","luo_2009b.1.1_inert.15","f",156.2,"exp","familiarization",60,60,60,60,17.2,10.4,NA,NA,NA,NA,NA,NA,NA,NA,"6",10.4,16.6,60,NA,60,60,NA,4,"experimental","yes","physics","inertia","baillargeon","yes","luo_2009b.1.1_inert","yes"
"luo_2009b","Luo, Y., Kaufman, L., & Baillargeon, R. (2009). Young infants’ reasoning about physical events involving inert and self-propelled objects. Cognitive psychology, 58(4), 441-486.","Luo, Kaufman, & Baillargeon (2009)","10.1016/j.cogpsych.2008.11.001","1","1_inert","Luo et al (2009) Exp 1 Inert","16","luo_2009b.1.1_inert.16","f",154.2,"exp","familiarization",60,52,41.8,33.6,60,41.9,NA,NA,NA,NA,NA,NA,NA,NA,"6",41.9,24.9,24.2,NA,60,27,NA,4,"experimental","yes","physics","inertia","baillargeon","yes","luo_2009b.1.1_inert","yes"
"luo_2009b","Luo, Y., Kaufman, L., & Baillargeon, R. (2009). Young infants’ reasoning about physical events involving inert and self-propelled objects. Cognitive psychology, 58(4), 441-486.","Luo, Kaufman, & Baillargeon (2009)","10.1016/j.cogpsych.2008.11.001","1","1_selfpropelled","Luo et al (2009) Exp 1 Self Propelled","1","luo_2009b.1.1_selfpropelled.1","m",137.8,"unexp","familiarization",45.1,27.9,60,54.2,60,45.6,NA,NA,NA,NA,NA,NA,NA,NA,"6",45.6,60,37.8,NA,60,60,NA,4,"control","yes","physics","inertia","baillargeon","yes","luo_2009b.1.1_selfpropelled","yes"
"luo_2009b","Luo, Y., Kaufman, L., & Baillargeon, R. (2009). Young infants’ reasoning about physical events involving inert and self-propelled objects. Cognitive psychology, 58(4), 441-486.","Luo, Kaufman, & Baillargeon (2009)","10.1016/j.cogpsych.2008.11.001","1","1_selfpropelled","Luo et al (2009) Exp 1 Self Propelled","2","luo_2009b.1.1_selfpropelled.2","m",137.8,"unexp","familiarization",60,60,60,60,60,60,NA,NA,NA,NA,NA,NA,NA,NA,"6",60,60,25.6,NA,60,16.8,NA,4,"control","yes","physics","inertia","baillargeon","yes","luo_2009b.1.1_selfpropelled","yes"
"luo_2009b","Luo, Y., Kaufman, L., & Baillargeon, R. (2009). Young infants’ reasoning about physical events involving inert and self-propelled objects. Cognitive psychology, 58(4), 441-486.","Luo, Kaufman, & Baillargeon (2009)","10.1016/j.cogpsych.2008.11.001","1","1_selfpropelled","Luo et al (2009) Exp 1 Self Propelled","3","luo_2009b.1.1_selfpropelled.3","m",157.2,"unexp","familiarization",60,60,60,60,60,60,NA,NA,NA,NA,NA,NA,NA,NA,"6",60,8.1,5.5,NA,16.5,5.6,NA,4,"control","yes","physics","inertia","baillargeon","yes","luo_2009b.1.1_selfpropelled","yes"
"luo_2009b","Luo, Y., Kaufman, L., & Baillargeon, R. (2009). Young infants’ reasoning about physical events involving inert and self-propelled objects. Cognitive psychology, 58(4), 441-486.","Luo, Kaufman, & Baillargeon (2009)","10.1016/j.cogpsych.2008.11.001","1","1_selfpropelled","Luo et al (2009) Exp 1 Self Propelled","4","luo_2009b.1.1_selfpropelled.4","m",157.2,"unexp","familiarization",60,60,60,60,60,25.9,NA,NA,NA,NA,NA,NA,NA,NA,"6",25.9,60,11.3,NA,60,35,NA,4,"control","yes","physics","inertia","baillargeon","yes","luo_2009b.1.1_selfpropelled","yes"
